"url","Title","Place","DescSnip","Photo","Photo_alt","AllData","SubVals","SubTitles","Status","LinkURLs","LinkURLs_link"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","715 Douglas Ave","Kalamazoo, Michigan","Business for sale - owner retiring Gross Revenue: $200,000 / month Rent: $8,500 / month SDD & SDM Liquor Licenses 3 years left on 10 year lease...","http://x.lnimg.com/photo/thumb_288/c172db32e1274b629ca9e15f358c6292.jpg","715 Douglas Ave","715 Douglas Ave
Kalamazoo, Michigan
Business for sale - owner retiring Gross Revenue: $200,000 / month Rent: $8,500 / month SDD & SDM Liquor Licenses 3 years left on 10 year lease...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
Not Disclosed
3,200 SF
N/A
Retail
Neighborhood Center","Active
Not Disclosed
3,200 SF
N/A
Retail
Neighborhood Center","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","715 Douglas Ave","http://www.loopnet.com/Listing/19493516/715-Douglas-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","1722 W. Main Street","Kalamazoo, Michigan","NNN Lease & Renewal Options- 9 years remaining on a ten (10) year lease with 3- 5 year renewal option Rent Increases of $0.50/SF in each option...","http://x.lnimg.com/photo/thumb_288/62d046d153de4ff39107cf4dcfd9d0e1.jpg","1722 W. Main Street","1722 W. Main Street
Kalamazoo, Michigan
NNN Lease & Renewal Options- 9 years remaining on a ten (10) year lease with 3- 5 year renewal option Rent Increases of $0.50/SF in each option...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$1,810,000
13,000 SF
7.00%
Retail
Free Standing Bldg","Active
$1,810,000
13,000 SF
7.00%
Retail
Free Standing Bldg","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","1722 W. Main Street","http://www.loopnet.com/Listing/19377272/1722-W-Main-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","6523 & 6541 Stadium Drive, 3356 & 3384 S. 9th Street","Kalamazoo, Michigan","This build-to-suit or land lease opportunity is located in a fast growing area. Since 2000, there has been 20% local population growth within 5...","http://x.lnimg.com/photo/thumb_288/ab09960df9924bf99f8c7719bd4207e7.jpg","6523 & 6541 Stadium Drive, 3356 & 3384 S. 9th Street","6523 & 6541 Stadium Drive, 3356 & 3384 S. 9th Street
Kalamazoo, Michigan
This build-to-suit or land lease opportunity is located in a fast growing area. Since 2000, there has been 20% local population growth within 5...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type: 
 
Active
1
N/A
2.10 AC
0.00 Acres
Land
Retail (land)","Active
1
N/A
2.10 AC
0.00 Acres
Land
Retail (land)","Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type:","Active","6523 & 6541 Stadium Drive, 3356 & 3384 S. 9th Street","http://www.loopnet.com/Listing/19103178/6523-6541-Stadium-Drive-3356-3384-S-9th-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","4315 Portage Street","Kalamazoo, Michigan","Great redevelopment opportunity on busy Portage Street. Lease options may also be available. Building may be divided. Inexpensive warehouse...","http://x.lnimg.com/photo/thumb_288/1f437264a043484d9c16c3cd7a9810ed.jpg","4315 Portage Street","4315 Portage Street
Kalamazoo, Michigan
Great redevelopment opportunity on busy Portage Street. Lease options may also be available. Building may be divided. Inexpensive warehouse...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$500,000
38,000 SF
N/A
Retail
Street Retail","Active
$500,000
38,000 SF
N/A
Retail
Street Retail","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","4315 Portage Street","http://www.loopnet.com/Listing/19062861/4315-Portage-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","1229 E Crosstown Pky","Kalamazoo, Michigan","Available for ground lease as well.","http://x.lnimg.com/photo/thumb_288/656b8e3f0d114e8d89243511938e26b0.jpg","1229 E Crosstown Pky","1229 E Crosstown Pky
Kalamazoo, Michigan
Available for ground lease as well.
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type: 
 
Active
1
N/A
0.19 AC
0.00 Acres
Land
Commercial/Other (land)","Active
1
N/A
0.19 AC
0.00 Acres
Land
Commercial/Other (land)","Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type:","Active","1229 E Crosstown Pky","http://www.loopnet.com/Listing/18947832/1229-E-Crosstown-Pky-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","245 - 251 N Rose St","Kalamazoo, Michigan","Class A office space in downtown Kalamazoo. Available suites of various sizes with flexible space plans to suit any tenant needs. Building is...","http://x.lnimg.com/photo/thumb_288/d3a5cb0521894cae9ea9071797adb504.jpg","245 - 251 N Rose St","245 - 251 N Rose St
Kalamazoo, Michigan
Class A office space in downtown Kalamazoo. Available suites of various sizes with flexible space plans to suit any tenant needs. Building is...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
N/A
100 - 5,000 SF
105,000 SF
Office
Office Building","Active
1
N/A
100 - 5,000 SF
105,000 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","245 - 251 N Rose St","http://www.loopnet.com/Listing/18947809/245-251-N-Rose-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","1229 E Crosstown Pky","Kalamazoo, Michigan","Available for ground lease as well. Available for ground lease as well.","http://x.lnimg.com/photo/thumb_288/0ad418b3289b4bd6b5b78f5f1d68f353.jpg","1229 E Crosstown Pky","1229 E Crosstown Pky
Kalamazoo, Michigan
Available for ground lease as well. Available for ground lease as well.
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
Not Disclosed
0.19 Acres
Land
Commercial/Other (land)","Active
Not Disclosed
0.19 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","1229 E Crosstown Pky","http://www.loopnet.com/Listing/18906146/1229-E-Crosstown-Pky-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","Kilgore Rd","Kalamazoo, Michigan","(N Ave E) For Sale - 55 +/- Acres of Vacant Agricultural Land in Pavilion Township, MI. Two (2) Parcels. Zoned A-1 Agricultural and R-6 Mobile...","http://x.lnimg.com/photo/thumb_288/f5a49e71a2ff4e0b8454b5ac77dbdeae.jpg","Kilgore Rd","Kilgore Rd
Kalamazoo, Michigan
(N Ave E) For Sale - 55 +/- Acres of Vacant Agricultural Land in Pavilion Township, MI. Two (2) Parcels. Zoned A-1 Agricultural and R-6 Mobile...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$299,000
55.00 Acres
Land
Residential (land)","Active
$299,000
55.00 Acres
Land
Residential (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","Kilgore Rd","http://www.loopnet.com/Listing/18755224/Kilgore-Rd-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","00 Olmstead Rd","Kalamazoo, Michigan","","http://x.lnimg.com/xnet/mainsite/images/placeholders/no-photo.svg","00 Olmstead Rd","00 Olmstead Rd
Kalamazoo, Michigan
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type: 
 
Active
1
N/A
13.30 AC
0.00 Acres
Land
Commercial/Other (land)","Active
1
N/A
13.30 AC
0.00 Acres
Land
Commercial/Other (land)","Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type:","Active","00 Olmstead Rd","http://www.loopnet.com/Listing/18733844/00-Olmstead-Rd-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","S. 9th Street","Kalamazoo, Michigan","Up to 2.20-acre buildable parcel on S. 9th Street between Stadium Drive and West N Avenue in Oshtemo Township. Located at the southwest corner of...","http://x.lnimg.com/photo/thumb_288/e887e4bb101d4c86a84771efbe754116.jpg","S. 9th Street","S. 9th Street
Kalamazoo, Michigan
Up to 2.20-acre buildable parcel on S. 9th Street between Stadium Drive and West N Avenue in Oshtemo Township. Located at the southwest corner of...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$175,000 - $349,000
0.93 - 2.20 Acres
Land
Office (land)","Active
$175,000 - $349,000
0.93 - 2.20 Acres
Land
Office (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","S. 9th Street","http://www.loopnet.com/Listing/18625271/S-9th-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","136 E. Michigan Avenue","Kalamazoo, Michigan","Multi-tenanted bank/office building located in the Central Business District of Kalamazoo, close to courthouse, financial institutions and...","http://x.lnimg.com/photo/thumb_288/1ac766971a76416ba7ec097ee19fdbb7.jpg","136 E. Michigan Avenue","136 E. Michigan Avenue
Kalamazoo, Michigan
Multi-tenanted bank/office building located in the Central Business District of Kalamazoo, close to courthouse, financial institutions and...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$12.00
4,413 SF
90,489 SF
Office
Office Building","Active
1
$12.00
4,413 SF
90,489 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","136 E. Michigan Avenue","http://www.loopnet.com/Listing/17523193/136-E-Michigan-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","3904 South Westnedge Avenue","Kalamazoo, Michigan","Take advantage of one of the only small retail space opportunities located directly on South Westnedge Avenue. 3904 S. Westnedge offers a highly...","http://x.lnimg.com/photo/thumb_288/cd86cab1949e4793b184be0274d6d101.jpg","3904 South Westnedge Avenue","3904 South Westnedge Avenue
Kalamazoo, Michigan
Take advantage of one of the only small retail space opportunities located directly on South Westnedge Avenue. 3904 S. Westnedge offers a highly...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type: 
 
Active
1
N/A
0.40 AC
0.00 Acres
Land
Retail (land)","Active
1
N/A
0.40 AC
0.00 Acres
Land
Retail (land)","Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type:","Active","3904 South Westnedge Avenue","http://www.loopnet.com/Listing/18253310/3904-South-Westnedge-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","3330 Stadium Drive","Kalamazoo, Michigan","This development site is located next to the 46,000 Sq ft. Stadium Shoppes retail center located in Kalamazoo, MI. The development site is...","http://x.lnimg.com/photo/thumb_288/8e98a3b7e25f42b0a3f14992a4212975.jpg","3330 Stadium Drive","3330 Stadium Drive
Kalamazoo, Michigan
This development site is located next to the 46,000 Sq ft. Stadium Shoppes retail center located in Kalamazoo, MI. The development site is...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type: 
 
Active
2
$25.00
0.11 - 0.23 AC
0.00 Acres
Land
Retail-Pad (land)","Active
2
$25.00
0.11 - 0.23 AC
0.00 Acres
Land
Retail-Pad (land)","Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type:","Active","3330 Stadium Drive","http://www.loopnet.com/Listing/18226531/3330-Stadium-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","6523 Stadium Drive","Kalamazoo, Michigan","This freestanding office building is located on Stadium Drive, close to retail and restaurants. The space is currently built out with 5 offices, a...","http://x.lnimg.com/photo/thumb_288/50d01ccce7414f7eb8aba3a9dd3bb14a.jpg","6523 Stadium Drive","6523 Stadium Drive
Kalamazoo, Michigan
This freestanding office building is located on Stadium Drive, close to retail and restaurants. The space is currently built out with 5 offices, a...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$21.00
1,369 SF
1,369 SF
Office
Office Building","Active
1
$21.00
1,369 SF
1,369 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","6523 Stadium Drive","http://www.loopnet.com/Listing/18223243/6523-Stadium-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","328 Stockbridge Avenue","Kalamazoo, Michigan","18,000 sf office building with plenty of available parking.","http://x.lnimg.com/photo/thumb_288/993e852089c143bf83306232705f578a.jpg","328 Stockbridge Avenue","328 Stockbridge Avenue
Kalamazoo, Michigan
18,000 sf office building with plenty of available parking.
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
4
$8.00
1,593 - 10,898 SF
18,271 SF
Office
Office Building","Active
4
$8.00
1,593 - 10,898 SF
18,271 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","328 Stockbridge Avenue","http://www.loopnet.com/Listing/14139222/328-Stockbridge-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","101 E. Crosstown Parkway","Kalamazoo, Michigan","FOR LEASE - Well-maintained 2,104 SF office suite in Fifth Third Bank building on E. Crosstown Parkway at S. Burdick Street. The main-floor suite...","http://x.lnimg.com/photo/thumb_288/b01eb2170b7c4b35be9670ada5e11e2f.jpg","101 E. Crosstown Parkway","101 E. Crosstown Parkway
Kalamazoo, Michigan
FOR LEASE - Well-maintained 2,104 SF office suite in Fifth Third Bank building on E. Crosstown Parkway at S. Burdick Street. The main-floor suite...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$12.00
2,104 SF
6,103 SF
Office
Office Building","Active
1
$12.00
2,104 SF
6,103 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","101 E. Crosstown Parkway","http://www.loopnet.com/Listing/17426304/101-E-Crosstown-Parkway-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","4430 S. Westnedge Avenue","Kalamazoo, Michigan","2,400 sf retail space on S. Westnedge with awesome signage! Rear warehouse area with separate entrance. Great visibility on one of the busiest...","http://x.lnimg.com/photo/thumb_288/b0db084d7b3841feb7c5d13a3b55b351.jpg","4430 S. Westnedge Avenue","4430 S. Westnedge Avenue
Kalamazoo, Michigan
2,400 sf retail space on S. Westnedge with awesome signage! Rear warehouse area with separate entrance. Great visibility on one of the busiest...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$9.00
2,400 SF
11,137 SF
Retail
Neighborhood Center","Active
1
$9.00
2,400 SF
11,137 SF
Retail
Neighborhood Center","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","4430 S. Westnedge Avenue","http://www.loopnet.com/Listing/17415946/4430-S-Westnedge-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","601-801 S. Drake Rd / 4510 Arboretum Pkwy","Kalamazoo, Michigan","OFFICE/RETAIL DEVELOPMENT OPPORTUNITY - Join Mercantile Bank, Gilden Woods Early Care & Preschool and a planned ''high-end'' apartment complex on...","http://x.lnimg.com/photo/thumb_288/534ffcb79e0c4056a839fe17d0a5e893.jpg","601-801 S. Drake Rd / 4510 Arboretum Pkwy","601-801 S. Drake Rd / 4510 Arboretum Pkwy
Kalamazoo, Michigan
OFFICE/RETAIL DEVELOPMENT OPPORTUNITY - Join Mercantile Bank, Gilden Woods Early Care & Preschool and a planned ''high-end'' apartment complex on...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$149,000 - $1,200,000
1.00 - 12.78 Acres
Land
Retail (land)","Active
$149,000 - $1,200,000
1.00 - 12.78 Acres
Land
Retail (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","601-801 S. Drake Rd / 4510 Arboretum Pkwy","http://www.loopnet.com/Listing/17297665/601-801-S-Drake-Rd-4510-Arboretum-Pkwy-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","8199 Neptune Drive","Kalamazoo, Michigan","FOR SALE - 2.48-acre buildable site on light-industrial cul-de-sac in Neptune Drive Business Park, located adjacent to US-131 off West D Avenue...","http://x.lnimg.com/photo/thumb_288/a44ac1268f7f4999ad609a905eca6e51.jpg","8199 Neptune Drive","8199 Neptune Drive
Kalamazoo, Michigan
FOR SALE - 2.48-acre buildable site on light-industrial cul-de-sac in Neptune Drive Business Park, located adjacent to US-131 off West D Avenue...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$165,000
2.48 Acres
Land
Industrial (land)","Active
$165,000
2.48 Acres
Land
Industrial (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","8199 Neptune Drive","http://www.loopnet.com/Listing/17222010/8199-Neptune-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","322 Stockbridge Avenue","Kalamazoo, Michigan","72,000 sf office building with plenty of parking available","http://x.lnimg.com/photo/thumb_288/95f2ab78a68943338c42ad1a37a59db9.jpg","322 Stockbridge Avenue","322 Stockbridge Avenue
Kalamazoo, Michigan
72,000 sf office building with plenty of parking available
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$8.00
5,868 SF
72,343 SF
Office
Office Building","Active
1
$8.00
5,868 SF
72,343 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","322 Stockbridge Avenue","http://www.loopnet.com/Listing/14139202/322-Stockbridge-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/2/","141 E. Michigan Avenue","Kalamazoo, Michigan","Great corner office space that features four windowed rooms. Prime Downtown Kalamazoo location. Efficient floor plan. 4 to 5 offices. Lots of...","http://x.lnimg.com/xnet/mainsite/images/placeholders/no-photo.svg","141 E. Michigan Avenue","141 E. Michigan Avenue
Kalamazoo, Michigan
Great corner office space that features four windowed rooms. Prime Downtown Kalamazoo location. Efficient floor plan. 4 to 5 offices. Lots of...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$14.00
1,100 SF
40,600 SF
Office
Office Building","Active
1
$14.00
1,100 SF
40,600 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","141 E. Michigan Avenue","http://www.loopnet.com/Listing/20248907/141-E-Michigan-Avenue-Kalamazoo-MI/"
